listing_id,listing_timestamp,region,postcode,latitude,longitude,surface_area,number_of_rooms,number_of_bedrooms,build_year,energy_label,property_type,garden,asking_price,sale_price,sale_date,ingestion_timestamp
6495d1e5-5367-4db9-92e1-ecf2a974404c,2023-08-09,Rotterdam,1726 EF,52.64353918203612,5.077690894094846,134.0,6,5,1979,E,apartment,True,574390.3659303992,601665.7672916944,2023-10-29,2026-07-14 07:23:59.184004
f9623724-757f-4baa-88c9-3ba70bfd4066,2024-05-05,Rotterdam,3715 AB,53.256213615681666,4.2937609556315035,109.0,5,4,2020,A+,semi_detached,True,500712.8671016498,522786.39123976324,2024-08-26,2026-07-14 07:23:59.184035
0c6175b2-9b4f-4840-95de-6ca7ec3f45ce,2024-09-29,Amsterdam,4574 AA,52.46598127762162,4.473408729182134,208.0,7,5,1989,F,bungalow,True,923576.2576228103,935564.4407435615,2025-01-23,2026-07-14 07:23:59.184067
047bc5ff-6116-41f6-90ab-ed379ddee769,2023-04-25,Rotterdam,9782 CD,53.19368284775045,5.36418923520262,79.0,2,1,2014,D,bungalow,True,305912.5411272552,299721.9557636238,2023-05-22,2026-07-14 07:23:59.184106
cee5bb5c-a97c-4e1c-b7b8-11220559832f,2025-02-15,Nijmegen,4476 AA,52.11615412789066,5.9496746096807795,82.0,4,3,2002,C,bungalow,True,204247.4997050884,202628.6033257685,2025-03-10,2026-07-14 07:23:59.184139
3260bb39-d6df-41be-8dec-7f64ba6c62bd,2023-09-12,Rotterdam,9780 CD,53.46578909487154,4.590901088458861,191.0,7,6,1952,A,bungalow,False,739973.0951124305,773718.6048306318,2024-01-03,2026-07-14 07:23:59.184172
88c14713-66c1-458b-8474-d888ce827f5c,2023-08-23,Utrecht,5834 CD,52.926683362758375,6.160342072981813,208.0,7,6,1964,C,apartment,True,1066410.175816341,993534.792327563,2023-11-29,2026-07-14 07:23:59.184204
52118d46-950c-4fb3-8a0d-2e09bd2f9ab9,2025-02-03,Rotterdam,4404 AB,52.48110117843018,5.632979712557047,64.0,2,1,1966,C,terraced_house,True,205282.09923593028,197867.80627986955,2025-03-08,2026-07-14 07:23:59.184236
0f7ac65f-b663-404b-85b2-2a9159205792,2024-11-17,Rotterdam,2690 CD,52.762289372167366,5.091668723347099,186.0,6,4,2003,A,semi_detached,True,852098.4580787185,789472.7900109995,2025-01-25,2026-07-14 07:23:59.184271
970ee788-fcb2-453c-8e07-9c8d4efe92a8,2023-08-05,Amsterdam,3051 CD,52.703507618519005,6.241888428976746,134.0,5,3,1981,A+,semi_detached,True,771640.0182145343,762623.556119683,2023-12-01,2026-07-14 07:23:59.184309
c30744d1-6728-4675-b937-c32c2b888964,2024-02-15,Groningen,6740 AB,52.9937943915493,5.6796354715351685,185.0,8,6,1997,E,apartment,True,758209.1870679971,705392.0376254042,2024-04-05,2026-07-14 07:23:59.184345
94009b20-bea7-4c54-b13d-4e0c6633521f,2024-03-16,Groningen,5136 AB,52.297875495296964,5.567062456960522,149.0,5,3,2010,C,terraced_house,True,398106.1331770585,380182.4055255649,2024-04-12,2026-07-14 07:23:59.184380
66c6726e-9163-4365-af6b-3513630e9d10,2023-09-12,Rotterdam,2778 AA,53.140819034094804,5.770393884606587,173.0,5,3,1958,G,bungalow,False,575702.3990704687,591815.4786941053,2023-12-28,2026-07-14 07:23:59.184416
2cb23d12-20c6-4aa7-8152-18f73ca93c54,2023-12-11,Maastricht,2145 AA,52.721684652644726,5.955527988169488,182.0,7,5,1960,B,terraced_house,True,561963.0923608958,536614.1294866147,2024-01-01,2026-07-14 07:23:59.184451
8de0d2a1-d757-4599-8d8e-8d54315ac369,2023-06-13,Amsterdam,2587 CD,53.12767106384617,4.784616930279117,81.0,3,2,2010,B,bungalow,True,397991.07277588453,403861.37437253946,2023-07-22,2026-07-14 07:23:59.184487
2df40daa-c1f8-4420-9082-eac8e794189c,2024-04-30,Utrecht,7867 CD,53.30075841491006,6.497074093334147,47.0,2,1,1972,B,apartment,False,190978.4500614669,185459.69926688587,2024-07-21,2026-07-14 07:23:59.184522
7ea76df5-a8d5-46c8-b1db-6960acad38b6,2024-10-01,The Hague,1142 AB,52.85225102693705,5.380406758261068,190.0,8,6,2008,C,bungalow,False,764112.1080554285,721704.9453456938,2024-11-27,2026-07-14 07:23:59.184557
0497539c-1308-41fa-b438-3e77bda17036,2024-08-24,Nijmegen,8855 AA,52.40212765723083,5.515748495481789,169.0,5,4,2008,F,apartment,True,576210.5232888847,537487.4064613333,2024-10-19,2026-07-14 07:23:59.184594
21a37cf1-f89c-40c0-9e51-36a52db5fe0f,2024-11-03,The Hague,1521 AA,53.02199420903454,4.479802903527713,219.0,8,6,1971,A,terraced_house,False,853623.8209870243,877482.4890884417,2025-02-13,2026-07-14 07:23:59.184630
ff0fef6f-66b4-4592-ac19-5d14c0256c39,2025-06-18,Rotterdam,8329 AB,52.39689640801924,5.074892624750119,216.0,7,5,2017,A,bungalow,True,887452.8489208537,881960.8547581665,2025-10-12,2026-07-14 07:23:59.184666
ce73ab8a-5123-4963-8cc7-c4d8712702f4,2025-01-26,Groningen,2917 AB,52.057966464740325,4.519995184271151,180.0,8,6,2007,C,terraced_house,True,593273.1951582944,583093.0301989304,2025-05-25,2026-07-14 07:23:59.184705
60c75dac-9ad0-4243-990f-5295f82267fe,2023-08-01,Groningen,2699 AB,53.292721626724024,5.605631046419984,179.0,6,5,1979,E,bungalow,True,530849.3798831436,510553.71873107535,2023-10-04,2026-07-14 07:23:59.184741
2d388920-132e-41c5-b6b8-a8af338fce2a,2025-06-12,Rotterdam,7567 AB,52.300843706982334,4.463438182006215,73.0,2,1,1979,F,bungalow,False,239887.0194863705,237441.92461605987,2025-08-14,2026-07-14 07:23:59.184775
d8786915-fe5a-422f-a0c7-f148ad5cf304,2024-06-25,Rotterdam,3466 AA,52.603071697235606,4.561723686364685,78.0,4,3,2017,E,terraced_house,False,314064.77267844294,296268.7288551701,2024-10-17,2026-07-14 07:23:59.184813
e654bcd1-eee8-4755-8a72-964a69a1fd66,2023-05-25,Groningen,2898 AA,52.341491720198825,4.1263399716251445,89.0,2,1,1961,D,terraced_house,True,277845.32300934015,261436.26040419334,2023-09-05,2026-07-14 07:23:59.184848
fbdeb16e-994b-45e1-8063-d61f66a35b4c,2023-05-24,Eindhoven,9445 AA,52.791186445108835,5.861927319541885,62.0,2,1,2006,A,terraced_house,True,199367.7736167142,188676.28607575962,2023-09-07,2026-07-14 07:23:59.184883
c6b973d8-576c-44ec-8d1e-64027420fd33,2024-08-28,Rotterdam,5546 EF,53.36973062552081,4.616812633698678,153.0,5,4,1958,B,detached,True,784750.1226681984,750419.8993778421,2024-12-03,2026-07-14 07:23:59.184918
771fc141-9a5c-4d22-afff-b2e87d112d81,2023-01-08,Utrecht,7495 AB,52.95733532938951,5.184831844095195,89.0,3,1,1963,E,detached,True,558616.266346688,518071.1205176629,2023-02-28,2026-07-14 07:23:59.184954
cffcec12-a7be-499d-bb40-a90a83a7cad2,2024-06-24,Rotterdam,4444 EF,53.155289670306786,4.842141359583172,149.0,5,3,2014,B,apartment,True,577622.2844707225,561437.6269866021,2024-08-08,2026-07-14 07:23:59.184989
6c4e7fc9-5c06-434b-8e8f-aae0c08cf557,2023-10-16,Utrecht,6071 AB,53.297650347865975,4.07723209259008,208.0,9,7,1951,B,detached,True,1215096.3003273436,1213231.9139879835,2023-12-05,2026-07-14 07:23:59.185025
63a07699-e3d9-4f0f-9006-46a4757654e8,2023-07-20,The Hague,7713 CD,53.1689049153622,4.614249357487452,196.0,6,5,2005,B,bungalow,True,802355.3378391173,818732.42644884,2023-09-28,2026-07-14 07:23:59.185061
2389854a-6265-41da-9e33-214d168e59ea,2025-04-15,The Hague,5783 AA,52.30230246308857,6.220146737537174,104.0,5,4,2002,D,apartment,True,553726.5894378999,524596.8747630467,2025-07-05,2026-07-14 07:23:59.185096
f26da0c4-bbed-4248-8953-dd0d5c58035a,2024-09-02,Amsterdam,9296 AB,52.13500208656763,4.300276575253461,214.0,8,7,1960,G,terraced_house,True,877911.9785081,915187.9598486149,2024-10-08,2026-07-14 07:23:59.185131
333489b1-13b3-40ce-968c-930b53b76771,2023-03-18,Amsterdam,7968 AB,52.78318763935473,5.781874234403249,60.0,2,1,1959,E,bungalow,True,271179.10810237494,268983.9148440909,2023-06-07,2026-07-14 07:23:59.185165
aae6ae87-a72c-41d9-8b2f-4b403b750bf8,2024-01-15,Groningen,2381 CD,53.02907480425885,6.141024076639348,74.0,2,1,1962,E,terraced_house,False,234830.14815002013,244587.52558696724,2024-03-04,2026-07-14 07:23:59.185201
e4d8f252-b211-44a0-ac04-02bfe98beb73,2023-04-11,Nijmegen,3654 AB,52.93279304598151,5.525838471975449,81.0,2,1,1966,D,detached,True,299267.20519607735,290251.6893311696,2023-06-22,2026-07-14 07:23:59.185239
281b577a-6677-4527-9d95-24246f6d49a2,2024-11-07,Nijmegen,5021 EF,52.66144394769705,5.857265774645206,102.0,5,3,1999,D,apartment,False,302243.4729966045,308154.470475995,2024-12-14,2026-07-14 07:23:59.185278
1ec9396d-5ff6-4e9d-ab2c-8bf1517617e5,2023-03-16,Maastricht,6576 EF,52.902995445291296,5.843787843244314,126.0,5,4,2006,C,bungalow,True,402596.6798685546,419659.82001785864,2023-05-25,2026-07-14 07:23:59.185310
05e8d797-cdd0-4ff5-8da2-2bb3e5572179,2025-05-21,The Hague,9658 AB,52.14278130750546,4.001420323147361,162.0,6,4,2018,C,semi_detached,True,723328.3832162758,718905.0067698199,2025-06-26,2026-07-14 07:23:59.185343
bf288bff-b7d5-4942-af3d-54cd77557d7b,2023-04-06,Utrecht,9468 AA,52.96234198894653,5.030646491160188,139.0,6,4,1952,C,detached,False,757933.1550994804,722698.980401344,2023-05-24,2026-07-14 07:23:59.185375
bb79cfab-daf4-4502-92f2-73e85e9af55a,2023-11-20,Rotterdam,9988 AB,52.39430699823967,5.456111853848443,88.0,4,2,1987,E,terraced_house,True,261191.46707314104,242032.66296253586,2023-12-30,2026-07-14 07:23:59.185410
c7afeb07-1743-4adb-8892-1c0b57fc4f0a,2023-10-18,Amsterdam,2834 AA,52.6597135637207,6.46405275378002,64.0,2,1,1997,F,bungalow,True,301178.1927265091,279371.5474986658,2023-12-03,2026-07-14 07:23:59.185442
dacdfba5-2ced-4da5-9565-8fe4d1fad34d,2023-03-14,Nijmegen,6046 AB,53.1237612359733,4.833874816195888,146.0,6,4,1969,B,bungalow,True,473261.9087260634,476603.8503478635,2023-05-10,2026-07-14 07:23:59.185474
9a0da149-f2fb-4495-8bc6-643e0d2f9f60,2023-04-05,Eindhoven,7833 EF,52.265502116682015,5.639682152457102,120.0,3,1,2012,C,apartment,False,371502.15314076823,376871.04474750225,2023-05-22,2026-07-14 07:23:59.185507
05c08d26-f30f-4031-b094-01cbd0e58f63,2023-04-03,Groningen,2398 CD,52.10769571354007,6.006880625530539,46.0,2,1,1993,A+,apartment,True,172484.0938204312,161790.27091757074,2023-06-02,2026-07-14 07:23:59.185539
3f088cd3-5dcf-4bb3-98a8-9785b93677b1,2025-03-18,Rotterdam,2824 AA,53.42972256986879,5.235159009154443,140.0,4,2,2016,C,apartment,False,514331.8896565401,520033.879876744,2025-06-03,2026-07-14 07:23:59.185574
d03cc705-09b0-4916-b952-fdd5f36ffefb,2024-03-09,Nijmegen,7401 CD,52.91560616376146,5.94162108972179,180.0,7,5,1966,A+,semi_detached,True,698807.6855919855,662146.2607604305,2024-05-30,2026-07-14 07:23:59.185607
6d6bcaa6-e2dc-4c65-a427-7a2751bf3158,2023-06-10,Rotterdam,1382 AA,52.265000471990746,6.061038856708732,53.0,2,1,1985,D,detached,False,183973.03978492622,171882.92111492303,2023-08-06,2026-07-14 07:23:59.185639
794630e1-f138-461e-9008-57e0fa9a80da,2024-04-03,The Hague,1108 AA,53.45606524179432,5.375808764244098,151.0,7,5,1951,F,terraced_house,True,535677.5593984243,557904.3003662666,2024-07-22,2026-07-14 07:23:59.185672
b86f4ed9-ae37-490c-84fa-7ad7ec437134,2024-03-27,Amsterdam,2382 CD,53.27346763393728,5.181171693911221,55.0,2,1,1995,C,bungalow,True,179312.7002076448,176440.60921849433,2024-06-26,2026-07-14 07:23:59.185703
0f2cd8ed-8dd0-4592-ae79-872c959e71e1,2023-12-06,Eindhoven,2975 CD,52.32286562226872,6.148902833547245,207.0,9,8,2004,B,terraced_house,False,658157.1744895178,658706.490916659,2024-03-06,2026-07-14 07:23:59.185736
1771a94c-9af7-4f8c-9d56-eab8b025e8e1,2023-03-27,Rotterdam,7235 AB,53.01129278866723,4.849339869372576,182.0,6,4,1995,F,bungalow,False,510620.20839219965,532305.3810159077,2023-04-19,2026-07-14 07:23:59.185768
3fb2d479-bffb-4229-9c12-481f70b7c918,2024-10-20,The Hague,5680 EF,52.97619188457661,4.289747163298124,177.0,8,7,1971,B,semi_detached,True,847881.7687400222,796086.7051032166,2025-02-12,2026-07-14 07:23:59.185805
b8d91132-92b8-4a84-965b-9df493fb0899,2024-05-03,Groningen,3579 CD,52.78281465203328,4.699090822756325,94.0,2,1,1961,D,semi_detached,False,256168.32673591815,268473.6369142098,2024-06-29,2026-07-14 07:23:59.185836
e00a1d36-5b33-4a74-91ac-7a9576e42e12,2024-02-12,Groningen,3234 EF,52.566756466289235,5.326102949007697,98.0,3,2,1998,A,detached,False,403797.2917989547,393121.28640296106,2024-05-21,2026-07-14 07:23:59.185868
a4702264-dd8a-49ca-a13a-dbecdc875dbb,2023-03-29,Rotterdam,8044 EF,53.14576610093253,4.712018971624723,155.0,6,4,1975,C,apartment,False,643469.873067453,611441.220832395,2023-06-14,2026-07-14 07:23:59.185901
e1e6b631-908f-49e6-90f4-8e2e3edf1072,2025-05-13,Eindhoven,5922 AA,52.024345684513705,5.13126982881096,92.0,4,2,2022,A+,detached,True,473781.40293889836,447155.48452890385,2025-09-08,2026-07-14 07:23:59.185933
68aad503-d4c1-458c-8608-2e478fc8005e,2023-07-06,Eindhoven,1465 EF,52.13605264913495,5.0591378013765125,45.0,2,1,2022,C,terraced_house,False,238114.58616070618,222347.12495420687,2023-09-11,2026-07-14 07:23:59.185964
175989e6-8f79-4c92-a1c6-bac2321ccadd,2023-05-27,Groningen,5033 EF,52.796084936590354,6.441317666037865,217.0,9,7,1969,C,semi_detached,True,717486.8418733316,736455.8619454836,2023-07-21,2026-07-14 07:23:59.185996
ba458525-951d-4921-873d-e0de8ce67427,2024-02-21,Groningen,2631 CD,52.523290978069596,5.791879375409024,79.0,2,1,1978,B,terraced_house,True,178605.9407240056,176724.49565471243,2024-04-12,2026-07-14 07:23:59.186028
f1c1f379-76b0-4b88-b89a-1348e9d92e39,2024-01-22,Groningen,4083 CD,52.35769966557361,5.867777181718528,62.0,3,2,1992,B,terraced_house,True,172593.43178611246,178483.80136508486,2024-02-18,2026-07-14 07:23:59.186060
32130b9e-d86c-4255-8a59-cca71ee529ff,2024-09-08,Utrecht,9934 AA,52.79987471474756,4.444781220740361,203.0,9,8,1994,D,bungalow,True,1034461.1136930706,1004619.6656387268,2024-11-16,2026-07-14 07:23:59.186091
9b8b21a2-3d44-4208-82a1-6e881784ada6,2024-11-14,Utrecht,3162 AB,52.56793139115178,4.962919343389923,57.0,3,1,1969,A+,apartment,False,251683.28173920437,253184.4105195885,2024-12-18,2026-07-14 07:23:59.186129
5150996b-86a5-46a4-b076-0325332ab873,2024-06-23,Utrecht,9916 EF,52.47187235355376,5.934848596594141,102.0,3,1,1951,B,terraced_house,True,469224.4882626359,447128.1444377065,2024-09-01,2026-07-14 07:23:59.186161
b7895389-c9d6-48c9-8638-4a5995eadc4e,2024-11-18,Groningen,3775 EF,53.1551360772383,4.233177263310818,128.0,6,5,1982,E,bungalow,True,356102.988447384,343957.8856361769,2025-03-17,2026-07-14 07:23:59.186193
55f730fb-f1b1-40b2-aad7-5f69e5153e8f,2023-11-10,Rotterdam,1880 EF,52.672324131356746,4.663033640281415,162.0,7,5,2009,D,apartment,True,693446.0732169833,692714.8769388322,2023-11-28,2026-07-14 07:23:59.186226
4202f823-3e01-4254-918a-0c8639b2137e,2024-11-12,Maastricht,3949 AB,52.7540189871941,4.379504332697078,53.0,3,2,1970,F,semi_detached,True,150555.40713394238,151197.8630939396,2024-12-23,2026-07-14 07:23:59.186258
44705727-9790-4019-a5fd-d95e0df29c1d,2023-01-07,Eindhoven,8061 AA,52.78969013595252,4.424946302989464,141.0,5,4,2010,B,semi_detached,True,583840.6566778504,552685.9927468669,2023-02-05,2026-07-14 07:23:59.186291
e2f03958-29f3-4383-999f-f8c5adf65fcc,2023-12-11,Utrecht,7488 AA,52.10129097162708,5.280607427766568,100.0,3,2,2018,A,semi_detached,True,504984.1371610254,513397.47255840414,2024-03-20,2026-07-14 07:23:59.186323
96cc0634-acb3-48c5-9f13-92a8fc6a4d36,2023-08-23,Amsterdam,3909 AB,52.23443698294146,4.260378734507179,111.0,3,2,2019,F,detached,False,632995.8047487912,586123.7825544369,2023-10-22,2026-07-14 07:23:59.186355
5bcfc9a9-075d-4913-bec9-8fcbb6625de4,2025-03-19,Maastricht,2026 AB,52.53274733049081,5.1311255870868955,100.0,5,4,1985,F,semi_detached,False,246959.92142989984,245951.27074093636,2025-05-05,2026-07-14 07:23:59.186387
95f933b8-8948-446a-b223-75b0e9741aa2,2024-06-15,Utrecht,1348 CD,52.14103180325325,6.374628449789658,141.0,6,4,1968,D,apartment,False,686140.8388731029,655147.8382506692,2024-09-06,2026-07-14 07:23:59.186419
d635df3f-3800-4eb2-b67c-c06a28828aed,2024-02-25,The Hague,3671 CD,52.57888193719482,4.492398856550065,130.0,4,2,1973,B,bungalow,True,470602.4174373295,478231.8759481625,2024-04-05,2026-07-14 07:23:59.186450
eb39ffa8-55a9-463d-8414-c864bca29dea,2023-01-16,Utrecht,4409 AB,53.364696364776314,5.984181560641067,102.0,4,3,1975,C,detached,True,570135.6169670138,595358.9337329965,2023-03-26,2026-07-14 07:23:59.186482
b7fd1112-3d7b-4b2e-94a8-64124e8b82fb,2024-02-04,Groningen,6057 AA,53.08514705256593,6.173404567196309,218.0,9,7,2023,C,semi_detached,False,790392.1395023962,766059.6027759177,2024-04-11,2026-07-14 07:23:59.186515
a424447f-62d3-4707-aec3-b97878837b86,2023-03-31,Nijmegen,6005 EF,52.630333718548655,4.470260570303378,123.0,5,3,2012,F,detached,False,496317.7850405177,499276.9639727985,2023-06-21,2026-07-14 07:23:59.186547
87187521-8a13-4345-a21e-a2755de9eab9,2023-03-16,Groningen,2797 AA,52.91578300632074,4.769071213560326,99.0,2,1,1956,F,detached,True,327158.50045571144,330835.3152400617,2023-06-13,2026-07-14 07:23:59.186578
48a3cbd7-80e9-4828-a0b1-05f6645f3f08,2025-06-08,Groningen,9538 AA,52.654204633973656,4.811609167775834,57.0,3,1,1953,A++,apartment,True,194503.37296455004,191097.47180123313,2025-08-12,2026-07-14 07:23:59.186609
65991545-98d5-4519-a5df-26a1c161f59d,2023-12-19,Eindhoven,4461 AA,52.26180569744018,5.910190133553226,96.0,3,1,2016,G,semi_detached,False,338881.8580622728,334032.5286132943,2024-02-01,2026-07-14 07:23:59.186641
9dd32618-943d-46d3-b65d-4805b0230010,2023-09-21,Eindhoven,3364 AA,52.860461003193564,5.244995726982892,192.0,6,4,1954,C,bungalow,False,515251.50237828307,502460.3792383891,2023-10-26,2026-07-14 07:23:59.186673
d98c6078-3909-4f15-a110-780adbd30afc,2023-07-09,Rotterdam,8813 CD,52.255478632167744,4.172845406165286,99.0,4,3,1960,C,terraced_house,True,467503.592532091,447532.6640238245,2023-07-30,2026-07-14 07:23:59.186705
d48ac4c8-8493-45c7-bef6-1cb06e6a2870,2023-03-09,Nijmegen,1800 CD,52.35205523357784,5.370683294645472,46.0,2,1,1954,F,terraced_house,True,122751.3914827218,122090.66774941837,2023-06-21,2026-07-14 07:23:59.186738
04668026-b602-48d1-b20b-0386cb273a76,2024-05-29,Utrecht,8475 AA,52.99782094840618,5.7130365484153325,200.0,8,7,1987,G,detached,False,999746.0258703027,1015763.3475152141,2024-09-13,2026-07-14 07:23:59.186772
85a17023-3985-4027-9b0e-d9bb6ac2a618,2024-09-18,Maastricht,3749 AA,53.30815645300536,5.505298479583568,55.0,2,1,1988,C,semi_detached,True,134610.45079159134,139147.7478068263,2024-10-17,2026-07-14 07:23:59.186805
19f830cd-f2ca-40da-a82f-0e855a142b95,2023-04-13,The Hague,1425 AB,53.12210643861984,4.1796554146024,214.0,9,8,1967,A,detached,False,1225789.6061977611,1193589.8147921823,2023-05-01,2026-07-14 07:23:59.186841
eb3ad75e-55a9-45ba-9fe4-08985e38d113,2025-05-24,Utrecht,3318 AB,52.89466764904041,5.9806770929260065,192.0,7,5,1950,D,detached,True,1121910.469229629,1070627.900722312,2025-08-04,2026-07-14 07:23:59.186875
b9785f76-ec05-42fc-9f40-47fb9f200b11,2025-02-24,The Hague,3967 EF,52.62536880507812,5.343593933384941,113.0,5,4,1968,C,bungalow,False,530150.0898272194,523178.7308378671,2025-06-21,2026-07-14 07:23:59.186909
a0861709-c960-42c2-82b9-bed7136cd167,2024-11-17,Utrecht,2114 EF,53.350417149423116,5.814252426806339,113.0,3,1,1989,A+,apartment,True,521238.2220225393,543567.591994563,2024-12-11,2026-07-14 07:23:59.186951
e55b97d4-2c5c-4743-9697-f198a1586ca9,2025-03-02,Amsterdam,6275 AA,52.88128267079331,5.660862171085634,193.0,7,6,2006,E,detached,True,1179867.6212462652,1171867.6959296882,2025-06-25,2026-07-14 07:23:59.186988
71f747f7-14bd-4066-8c7a-7a7cf30fbf69,2023-11-01,Groningen,5331 AB,52.87446739309834,5.462978378262407,111.0,5,4,1961,B,detached,True,384430.7764682884,371268.0559918687,2023-12-27,2026-07-14 07:23:59.187023
1ea17965-c448-4b9c-9fc8-9ef03e3c2380,2023-01-23,Eindhoven,6455 EF,53.30948082310256,5.697628890719983,78.0,3,2,2008,D,detached,True,271896.5399413891,282709.3086780089,2023-04-02,2026-07-14 07:23:59.187057
8ce1ea5d-7ea1-4600-9107-fd362a321d40,2025-05-14,The Hague,6321 EF,53.08498049645073,5.299384149239607,76.0,2,1,2004,E,semi_detached,True,320419.0951189388,321102.97696007224,2025-08-27,2026-07-14 07:23:59.187091
d45dc45b-f365-4cb6-8d65-2ad8f84b304e,2023-12-10,Utrecht,5545 AA,53.22359595332659,4.9583569835262695,181.0,6,5,1964,C,apartment,True,942386.8821255455,897147.540256478,2024-01-28,2026-07-14 07:23:59.187126
b9e1800c-850f-49d8-afac-dbcfd8fc6304,2023-06-23,Maastricht,1458 CD,52.828379680516015,4.5293527569403125,145.0,4,2,1995,G,bungalow,True,447054.2245530925,423134.9963511949,2023-08-31,2026-07-14 07:23:59.187160
bbce0b6a-2879-48e2-a18b-a772e0855508,2024-10-06,Groningen,3494 CD,52.7986229795693,5.605793529178838,79.0,2,1,2000,G,semi_detached,True,228729.81642101528,226434.22446626564,2025-01-27,2026-07-14 07:23:59.187194
b0073fd1-7e48-4a2c-a2da-d3ce1ca3dfa5,2023-11-21,Groningen,2312 EF,52.24481002707668,5.408290604244906,197.0,6,5,1957,B,semi_detached,True,608284.798106025,609594.12995797,2023-12-27,2026-07-14 07:23:59.187228
79792161-09ff-497e-af09-4420017e6af8,2025-05-02,Maastricht,8460 CD,53.03574332682672,4.041205501490393,96.0,4,3,1961,F,detached,True,341667.4716081016,317962.7048173718,2025-07-22,2026-07-14 07:23:59.187263
104d95c7-8987-4a5e-84c5-27669b53553b,2023-10-12,Nijmegen,5564 EF,52.79131731174577,4.938195349233736,75.0,4,3,1977,A++,semi_detached,True,354838.3067375428,329747.4460721955,2023-11-21,2026-07-14 07:23:59.187298
b975d2a8-1259-4cf0-8d27-13fe21f996f6,2023-04-09,The Hague,6793 CD,52.03756030450778,4.655971181834062,152.0,5,3,1971,C,apartment,True,571480.7722737745,565663.7327141553,2023-07-05,2026-07-14 07:23:59.187332
5108b56e-d5c7-42c7-a3c9-b6b3982f4767,2024-09-01,Maastricht,6434 CD,52.982493886302194,6.488888248964441,187.0,7,5,2000,E,apartment,True,605866.4578154046,636377.9678907124,2024-09-25,2026-07-14 07:23:59.187367
a5058b57-8d90-4d1e-a8a6-96c58bb69958,2023-08-24,Groningen,7269 AB,52.11511063983954,4.4865705290123055,157.0,7,6,2011,C,semi_detached,True,600238.1732328025,631493.1439541489,2023-12-04,2026-07-14 07:23:59.187402
ec298e6c-892b-4256-bae9-9b9d35d1ab6a,2025-02-08,Eindhoven,7908 EF,52.443086192064776,6.2832957420807,196.0,7,6,1962,C,semi_detached,True,718651.5713341802,747399.9485453703,2025-03-07,2026-07-14 07:23:59.187439
4f75e27f-b3fc-454a-b5c5-6aa433797f2b,2024-04-15,Utrecht,5110 AA,52.9212982053154,4.581380656107659,208.0,9,7,2020,C,semi_detached,True,1118071.8873059084,1078609.0354295431,2024-05-14,2026-07-14 07:23:59.187472
885461b0-4696-4eed-a6ee-d2f6beda6e70,2023-03-19,Amsterdam,3439 AB,53.23460142485262,6.255374171022503,97.0,4,2,2010,C,terraced_house,True,427985.3908198857,402214.6882724881,2023-07-02,2026-07-14 07:23:59.187506
f0c7e84f-143e-4988-a080-3bee4e4ab99f,2024-10-04,Nijmegen,6042 CD,52.12364198418569,5.241412242867969,106.0,3,1,2018,D,bungalow,True,318588.0081206971,299028.82628660346,2024-11-12,2026-07-14 07:23:59.187540
2486e5bc-80e3-4360-8f5c-a07eb3fe472a,2023-08-13,Eindhoven,8405 EF,52.8623035630416,6.157315937387072,167.0,6,5,1981,C,detached,False,647838.2821438273,655815.2610227505,2023-11-15,2026-07-14 07:23:59.187574
f111b4cc-4449-4308-aab8-74d722097092,2023-03-02,Maastricht,9936 AB,52.67930524856803,6.31737249933128,104.0,5,3,2009,D,bungalow,True,392281.49442788796,391781.827307959,2023-06-02,2026-07-14 07:23:59.187609
e56c144d-2597-4ec9-8b9f-cb497754be96,2025-04-01,The Hague,4546 CD,53.34274617666061,4.175286080110459,139.0,4,2,1966,F,semi_detached,True,609349.2488459597,594645.6277393636,2025-07-09,2026-07-14 07:23:59.187648
51cb6c98-7c74-448d-8a48-283a375cbb55,2023-10-06,The Hague,6237 EF,53.11847198685679,4.853446235452982,97.0,3,1,1983,C,semi_detached,True,459900.0693139096,436306.76971314853,2024-01-14,2026-07-14 07:23:59.187683
5a7a8f7a-ee6f-415b-afb9-cae0394dc66f,2023-11-21,Eindhoven,3148 AB,53.42296970187429,4.9532688461410865,92.0,2,1,1993,B,bungalow,True,277550.5535180049,260893.54351063148,2024-01-28,2026-07-14 07:23:59.187716
7ce5b3d2-b3b4-4339-ac36-ad4057addb86,2025-04-29,Rotterdam,4539 CD,52.58179603762393,6.030742366175716,131.0,6,5,1962,E,bungalow,False,513450.81167294463,492640.40383804205,2025-07-08,2026-07-14 07:23:59.187751
e037e131-519a-4308-b08f-c6de9814957d,2024-12-22,Amsterdam,9746 AA,52.339596310617004,5.25794631681222,133.0,6,5,1967,B,semi_detached,True,693952.1490414896,643255.0196351279,2025-04-06,2026-07-14 07:23:59.187787
9c183125-c5d9-4715-ae12-8a5c89241152,2024-08-23,The Hague,4692 EF,52.20499498116825,4.983642684970804,118.0,4,2,1987,E,apartment,True,498229.949549963,467348.64935185976,2024-11-28,2026-07-14 07:23:59.187822
00209e95-60e7-402f-9d84-e63b34107f14,2024-06-18,Nijmegen,5139 AB,52.86294242894275,4.232773327146328,168.0,5,4,1991,B,apartment,False,556902.8364956004,525492.5097353649,2024-09-14,2026-07-14 07:23:59.187856
f5d8514b-27da-4a77-808d-4c4db383a8da,2024-11-27,Eindhoven,2679 EF,53.08601837827652,6.093458695763564,82.0,4,2,1976,E,apartment,False,200874.36559284854,209134.74958047512,2025-01-03,2026-07-14 07:23:59.187891
